,date,Last,high,low,open,volume
28,2017-12-28 00:00:00+05:30,377.95,380,372.4,375,912189
29,2017-12-29 00:00:00+05:30,386,390.8,375.65,379,1611972
30,2018-01-01 00:00:00+05:30,389.65,399.8,386.55,388.5,1445743
31,2018-01-02 00:00:00+05:30,395.5,398,384.35,391.7,1219713
32,2018-01-03 00:00:00+05:30,385.65,398.3,384.1,398,2275082
33,2018-01-04 00:00:00+05:30,399,401.95,387.25,390,2974278
34,2018-01-05 00:00:00+05:30,407,412,398,401,3554479
35,2018-01-08 00:00:00+05:30,422.1,428.3,409.55,410,3806105
36,2018-01-09 00:00:00+05:30,435.5,447.65,422.65,424,6183645
37,2018-01-10 00:00:00+05:30,429.25,441.9,427,438,2374166
38,2018-01-11 00:00:00+05:30,446.7,449.8,424,424,2605294
39,2018-01-12 00:00:00+05:30,455.95,458.7,444.3,449.75,5364763
40,2018-01-15 00:00:00+05:30,474.85,488,457,460,5635852
41,2018-01-16 00:00:00+05:30,482.65,494.3,471.25,479.9,8288750
42,2018-01-17 00:00:00+05:30,478.4,488.2,470,485.4,5691140
43,2018-01-18 00:00:00+05:30,485.05,489.8,478,483.2,1772870
44,2018-01-19 00:00:00+05:30,481.5,491.35,477,489.25,3488403
45,2018-01-22 00:00:00+05:30,470.2,488.85,469,481.5,3825798
46,2018-01-23 00:00:00+05:30,458.55,474.25,454.5,474.25,3561221
47,2018-01-24 00:00:00+05:30,455.25,460,448,457.5,2072037
48,2018-01-25 00:00:00+05:30,448.5,460,447,455,1194340
49,2018-01-29 00:00:00+05:30,445.35,452.6,444.4,447,1113037
50,2018-01-30 00:00:00+05:30,421.85,448.1,417,444,3583717
51,2018-01-31 00:00:00+05:30,427,432.9,395.3,418.4,14738305
52,2018-02-01 00:00:00+05:30,448.25,452,423,429.95,4965461
53,2018-02-02 00:00:00+05:30,442.4,455,430,441,5311751
54,2018-02-05 00:00:00+05:30,441.7,444,422.35,428.2,2268830
55,2018-02-06 00:00:00+05:30,438.8,440.7,417.05,418,1893871
56,2018-02-07 00:00:00+05:30,433.45,449.3,431,443,1048027
57,2018-02-08 00:00:00+05:30,441.5,444.75,434.85,434.9,927897
58,2018-02-09 00:00:00+05:30,439.55,446,430.3,430.3,1008995
59,2018-02-12 00:00:00+05:30,441.75,451,435.05,442,1944360
60,2018-02-14 00:00:00+05:30,431.9,442.9,431,441.8,2159701
61,2018-02-15 00:00:00+05:30,432,437,428,433,506167
62,2018-02-16 00:00:00+05:30,431.45,435.3,426.6,434.15,522734
63,2018-02-19 00:00:00+05:30,435.9,439.4,426.8,432,693977
64,2018-02-20 00:00:00+05:30,434.5,442,432.6,439.5,781850
65,2018-02-21 00:00:00+05:30,449.6,450.5,436.15,438.9,1312613
66,2018-02-22 00:00:00+05:30,450.8,454.5,443.9,447.2,772690
67,2018-02-23 00:00:00+05:30,468.85,471.7,452.05,452.1,1849448
68,2018-02-26 00:00:00+05:30,468.3,472.8,461.35,472.8,920977
69,2018-02-27 00:00:00+05:30,469,477.8,460,467.9,1378658
70,2018-02-28 00:00:00+05:30,461.2,468,460,467.5,1358563
71,2018-03-01 00:00:00+05:30,450.95,464.35,450.1,461.9,1102928
72,2018-03-05 00:00:00+05:30,452.9,456.15,448.1,450,1249630
73,2018-03-06 00:00:00+05:30,447.35,457.4,445.1,457,1595634
74,2018-03-07 00:00:00+05:30,437.55,447.55,435,446.45,2900233
75,2018-03-08 00:00:00+05:30,430.55,442,427.7,441,1951335
76,2018-03-09 00:00:00+05:30,425.55,434.95,423,434.75,1494497
77,2018-03-12 00:00:00+05:30,430.4,433.35,425.5,429.95,884484
78,2018-03-13 00:00:00+05:30,441.95,445.5,429.8,431.95,1396863
79,2018-03-14 00:00:00+05:30,445.25,447.9,440,441.95,872703
80,2018-03-15 00:00:00+05:30,448.6,451,443.6,445,656358
81,2018-03-16 00:00:00+05:30,443.3,450.95,436.1,450.95,553113
82,2018-03-19 00:00:00+05:30,425.9,442.7,425,440,697119
83,2018-03-20 00:00:00+05:30,422.85,428.65,419.65,424.95,1782357
84,2018-03-21 00:00:00+05:30,422.5,438,419.25,426.7,1341420
85,2018-03-22 00:00:00+05:30,427.5,429.75,424.2,426.8,1267475
86,2018-03-23 00:00:00+05:30,429.15,431,416.1,420,939860
87,2018-03-26 00:00:00+05:30,437.55,439,427.25,429,675696
88,2018-03-27 00:00:00+05:30,448.65,449.4,440.05,440.05,1231929
89,2018-03-28 00:00:00+05:30,454.45,460,442.5,442.5,1217753
90,2018-04-02 00:00:00+05:30,482.65,487,456.6,456.6,2112175
91,2018-04-03 00:00:00+05:30,493.6,508.3,482.2,484.8,3149584
92,2018-04-04 00:00:00+05:30,495.85,504,488.9,495,1687239
93,2018-04-05 00:00:00+05:30,497.95,505.85,487.05,501.8,1710038
94,2018-04-06 00:00:00+05:30,496.35,504.4,494,497.8,1505952
95,2018-04-09 00:00:00+05:30,492,510.9,490,496.45,2704392
96,2018-04-10 00:00:00+05:30,503.55,505.9,492.1,494.95,1439138
97,2018-04-11 00:00:00+05:30,499.75,507.7,495,501.5,2556799
98,2018-04-12 00:00:00+05:30,499.6,501.5,497.4,500,870497
99,2018-04-13 00:00:00+05:30,499.8,501.55,497.6,500.25,990964
100,2018-04-16 00:00:00+05:30,494.75,500.3,492.75,495.7,839503
101,2018-04-17 00:00:00+05:30,491.3,500.3,486,497.5,1325820
102,2018-04-18 00:00:00+05:30,493.15,500.25,488,496,1042991
103,2018-04-19 00:00:00+05:30,503.5,511,497.1,501,4279631
104,2018-04-20 00:00:00+05:30,495.65,503.25,494,502.8,1683866
105,2018-04-23 00:00:00+05:30,493.6,496.85,489,496.4,1348271
106,2018-04-24 00:00:00+05:30,499.55,503,489.1,495.8,2176962
107,2018-04-25 00:00:00+05:30,510.6,514.9,495,499,3740225
108,2018-04-26 00:00:00+05:30,533.05,536.8,512.95,512.95,4445968
109,2018-04-27 00:00:00+05:30,519.15,546.85,517,537.9,2924033
110,2018-04-30 00:00:00+05:30,518.05,525.75,514.3,520,1988145
111,2018-05-02 00:00:00+05:30,509.95,525.3,508.1,520.75,1474785
112,2018-05-03 00:00:00+05:30,496,510.9,493,510.55,1926354
113,2018-05-04 00:00:00+05:30,500.35,504.9,490.1,490.1,1276630
114,2018-05-07 00:00:00+05:30,499.9,504.8,497.2,502.55,1484565
115,2018-05-08 00:00:00+05:30,509.95,513.95,499,503.3,1444181
116,2018-05-09 00:00:00+05:30,514.75,518,511,511.9,1600419
117,2018-05-10 00:00:00+05:30,517.65,520.9,509.5,517,1447761
118,2018-05-11 00:00:00+05:30,523.3,524.95,516.1,517.65,1183632
119,2018-05-14 00:00:00+05:30,540,548.25,524.85,526,2848754
120,2018-05-15 00:00:00+05:30,506.5,525.55,495,522,7490877
121,2018-05-16 00:00:00+05:30,497.55,509.5,495.2,502.25,2261791
122,2018-05-17 00:00:00+05:30,494.3,503.25,492.2,498.2,1338372
123,2018-05-18 00:00:00+05:30,493.95,497.8,485.1,497.6,1158565
124,2018-05-21 00:00:00+05:30,489.65,501.5,487.25,493.95,1332552
125,2018-05-22 00:00:00+05:30,481.6,496.7,480,491.95,1469055
126,2018-05-23 00:00:00+05:30,476.35,485.4,475.1,483,1261911
127,2018-05-24 00:00:00+05:30,475.05,484.2,470,478.8,1958399
128,2018-05-25 00:00:00+05:30,481.5,487.5,473.55,478.7,1596757
129,2018-05-28 00:00:00+05:30,491.25,493.35,483.05,485.65,1975352
130,2018-05-29 00:00:00+05:30,494.25,497.7,489.55,491.4,957169
131,2018-05-30 00:00:00+05:30,501.2,505,484.6,492,1480953
132,2018-05-31 00:00:00+05:30,491.15,508.8,486.4,506.45,1419549
133,2018-06-01 00:00:00+05:30,488.85,492.85,485.05,491.65,1060120
134,2018-06-04 00:00:00+05:30,473.85,491.8,472.5,490.75,1150250
135,2018-06-05 00:00:00+05:30,464.35,479,462.2,467.25,1227934
136,2018-06-06 00:00:00+05:30,467.2,471.55,461,465.5,1023144
137,2018-06-07 00:00:00+05:30,470.55,475.7,468,471,1350574
138,2018-06-08 00:00:00+05:30,472.15,476,466.1,470.55,2205834
139,2018-06-11 00:00:00+05:30,485.85,488,474.65,475.7,2410561
140,2018-06-12 00:00:00+05:30,503.2,507.6,486.2,488,2776666
141,2018-06-13 00:00:00+05:30,491.25,505,490.25,504,1003539
142,2018-06-14 00:00:00+05:30,481.5,491,479,491,1006376
143,2018-06-15 00:00:00+05:30,469.75,487,465.45,482.9,13594222
144,2018-06-18 00:00:00+05:30,479.2,485,469.9,469.95,1504101
145,2018-06-19 00:00:00+05:30,474.75,483.2,471.3,476.3,911179
146,2018-06-20 00:00:00+05:30,473.4,478.55,471.2,477,568306
147,2018-06-21 00:00:00+05:30,472.4,476,468,475,660819
148,2018-06-22 00:00:00+05:30,471.4,473.8,469.1,473.8,527118
149,2018-06-25 00:00:00+05:30,467.2,475.9,466.1,471.5,539959
150,2018-06-26 00:00:00+05:30,467.8,470.6,456,465.05,1248575
151,2018-06-27 00:00:00+05:30,468.7,470.8,461.5,468.5,593999
152,2018-06-28 00:00:00+05:30,460.75,467.95,458,467.95,466930
153,2018-06-29 00:00:00+05:30,456.15,465,454,462.05,1002424
154,2018-07-02 00:00:00+05:30,458.35,464.5,450.6,457.75,803747
155,2018-07-03 00:00:00+05:30,459.3,464.5,453.25,458,415286
156,2018-07-04 00:00:00+05:30,460,464.45,456.1,460,481896
157,2018-07-05 00:00:00+05:30,461.75,469.8,457.8,460.45,555727
158,2018-07-06 00:00:00+05:30,468.7,471.95,460.1,462,663491
159,2018-07-09 00:00:00+05:30,474.6,479.9,471.35,473,712689
160,2018-07-10 00:00:00+05:30,475.7,482,473.2,477.95,679839
161,2018-07-11 00:00:00+05:30,468.9,476.7,468,475.1,401838
162,2018-07-12 00:00:00+05:30,479.1,483,471.3,471.55,953274
163,2018-07-13 00:00:00+05:30,471.55,482.7,470,481,569549
164,2018-07-16 00:00:00+05:30,459.85,472.5,457.5,471.8,801423
165,2018-07-17 00:00:00+05:30,464.5,470.65,455.55,460,1332222
166,2018-07-18 00:00:00+05:30,473.9,478,466,468,1274708
167,2018-07-19 00:00:00+05:30,471,474.45,468.2,471.95,581747
168,2018-07-20 00:00:00+05:30,489.6,493.7,468.3,471.8,3641559
169,2018-07-23 00:00:00+05:30,482.95,498,478.55,497,1379264
170,2018-07-24 00:00:00+05:30,480.15,488,470.05,484.05,1128826
171,2018-07-25 00:00:00+05:30,494.35,495.75,478.45,480,1598485
172,2018-07-26 00:00:00+05:30,489.4,495.9,486,494,559055
173,2018-07-27 00:00:00+05:30,508.4,510.8,490,490,2140712
174,2018-07-30 00:00:00+05:30,495.2,507.4,492.65,507,1042844
175,2018-07-31 00:00:00+05:30,502.7,504.9,488,493,896975
176,2018-08-01 00:00:00+05:30,495.75,502.6,494,500.3,444268
177,2018-08-02 00:00:00+05:30,493.1,504.25,490.55,495.65,551346
178,2018-08-03 00:00:00+05:30,486.4,504.75,483.2,495.4,1248163
179,2018-08-06 00:00:00+05:30,485.4,491,481.5,489.5,1237540
180,2018-08-07 00:00:00+05:30,478.1,486.95,476,485.85,666377
181,2018-08-08 00:00:00+05:30,468,479.75,465.55,478.1,1535027
182,2018-08-09 00:00:00+05:30,465.95,474.7,463.25,471,1444553
183,2018-08-10 00:00:00+05:30,464.9,468,459.05,466.9,2171685
184,2018-08-13 00:00:00+05:30,464.1,468.7,460.65,465,1107202
185,2018-08-14 00:00:00+05:30,468.1,471,464,464.1,959947
186,2018-08-16 00:00:00+05:30,461.2,468.8,459.95,468,512635
187,2018-08-17 00:00:00+05:30,461.3,465.7,459.5,463.4,1013707
188,2018-08-20 00:00:00+05:30,462.45,468,461.15,463.85,726254
189,2018-08-21 00:00:00+05:30,462.3,464.95,461.55,463.45,762167
190,2018-08-23 00:00:00+05:30,467.2,474.7,462.3,464.7,1485668
191,2018-08-24 00:00:00+05:30,462.15,472.5,460.6,467,709420
192,2018-08-27 00:00:00+05:30,460.8,466,460,463,717597
193,2018-08-28 00:00:00+05:30,461.45,463.8,460.25,461.95,670395
194,2018-08-29 00:00:00+05:30,466.25,469.9,460.4,463.35,1210750
195,2018-08-30 00:00:00+05:30,466.65,475.5,465,469.95,1091878
196,2018-08-31 00:00:00+05:30,461.75,467.8,461.1,465,513771
197,2018-09-03 00:00:00+05:30,460.15,465.75,459,462.1,484678
198,2018-09-04 00:00:00+05:30,452.9,461.95,452,461.95,554039
199,2018-09-05 00:00:00+05:30,455.4,462.05,441.5,450.4,951095
200,2018-09-06 00:00:00+05:30,453.8,460,450.8,460,442815
201,2018-09-07 00:00:00+05:30,451.35,455,447.25,454,710881
202,2018-09-10 00:00:00+05:30,450.1,457,443.75,449,947697
203,2018-09-11 00:00:00+05:30,445.95,455.75,443.25,454.8,625164
